ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
126,3,3,1,1448,4295,4312,2026,872,576,573,271,394,210,122,64,1,0.17,170,359,736,1455,1185,577,19,35,75,11,17,13,0,0,3,0,0,0,1,2.1488,0,1448,126,17
127,3,3,1,1783,3854,3882,2506,995,788,368,211,498,706,128,71,6,0.15,622,231,370,1528,1313,440,47,224,289,19,0,43,0,0,2,0,0,0,1,2.10988,0,1783,127,28
128,3,3,1,2470,5102,5150,3448,682,1788,543,575,667,685,119,69,4,0.15,515,288,452,2340,1483,587,69,251,155,34,0,6,0,0,3,0,0,0,1,2.41166,0,2470,128,48
129,3,3,1,2043,3875,3875,2488,859,1184,344,413,455,831,148,77,1,0.2,390,170,282,1391,1410,622,23,178,109,54,0,26,0,0,2,0,0,0,1,1.96511,0,2043,129,0
130,3,3,1,1813,3988,3988,2292,1270,543,408,366,459,580,307,104,43,0.21,918,205,442,1141,1542,658,77,266,314,203,0,58,0,0,2,1369.04114,0,0,1,1.63134,0,1813,130,0
131,3,3,1,2672,6407,6407,3576,2578,94,521,387,686,1078,348,197,1,0.25,624,351,696,1618,2436,1306,22,351,141,91,0,19,0,0,3,0,0,0,1,1.58834,0,2672,131,0
132,3,3,1,1359,3747,3751,2029,1155,204,290,221,285,563,205,104,16,0.22,1561,235,526,1034,1298,658,199,227,379,751,0,5,0,0,3,846.18311,0,0,1,1.99258,0,1359,132,4
133,3,3,1,2490,6276,6278,3555,1852,638,559,490,733,708,281,115,67,0.18,2457,360,776,2079,2152,911,179,365,1678,186,0,49,0,0,3,0,6143.33203,19366.73242,1,2.06926,0,2490,133,2
134,3,3,1,2492,8497,8558,3807,2104,388,689,609,719,475,254,118,17,0.2,1050,574,1290,2641,2616,1437,251,402,260,110,4,23,0,0,3,0,0,0,1,2.31983,0,2492,134,61
135,3,3,1,1532,5919,5924,2517,1049,483,455,510,312,255,100,59,6,0.18,568,417,1114,1906,1607,880,148,166,216,14,0,24,0,0,3,0,0,0,1,2.8375,0,1532,135,5
136,3,3,1,963,3162,3187,1471,935,28,265,270,209,219,87,50,9,0.31,460,211,432,848,813,883,0,3,434,16,0,7,0,0,3,0,0,0,1,2.15964,0,963,136,25
137,3,3,1,1571,5668,5676,2627,1493,78,390,303,456,422,137,84,4,0.21,334,379,917,1702,1696,982,48,46,171,67,0,2,0,0,3,0,0,0,1,2.16789,0,1571,137,8
138,3,3,1,2583,9481,9556,4118,2119,464,837,665,701,380,292,121,26,0.2,1617,731,1617,2893,2681,1634,179,262,865,247,0,64,0,0,3,0,0,0,1,2.48587,0,2583,138,75
139,3,3,1,1537,6083,6115,2285,1215,322,592,307,360,278,161,65,18,0.2,1066,384,1166,1731,1798,1036,122,306,277,173,0,188,0,0,3,1294.52332,0,0,1,2.71384,0,1537,139,32
140,3,3,1,1349,4794,4794,1989,1026,323,408,333,352,256,101,61,3,0.2,408,363,979,1337,1331,784,74,114,140,48,0,32,0,0,3,0,0,0,1,2.45731,0,1349,140,0
141,3,3,1,813,2875,2939,856,397,416,410,205,145,53,53,25,5,0.16,199,243,724,881,703,388,4,68,88,27,0,12,0,0,3,0,0,0,1,2.86438,0,813,141,64
142,3,3,1,192,380,445,116,61,131,68,27,62,35,824,6,480,0.09,17900,10,31,205,177,22,1396,3312,4018,5047,16,4111,0,0,1,0,0,0,3,2.49423,0,192,142,65
143,3,3,1,491,1717,1826,585,325,166,243,124,105,19,53,16,10,0.17,584,155,404,519,490,258,49,95,216,181,0,43,0,0,3,0,0,0,2,3.06759,0,491,143,109
144,3,3,1,1424,4054,4059,1433,593,831,799,203,308,114,122,42,7,0.14,413,376,1098,1098,1058,429,0,167,213,16,0,17,0,0,3,0,0,0,1,2.68164,0,1424,144,5
145,3,3,1,1417,4376,4395,1034,206,1211,1170,145,73,29,243,58,70,0.07,793,607,1537,1213,803,235,9,306,236,152,0,90,0,0,3,0,0,0,1,1.75296,0,1417,145,19
146,3,3,1,220,668,668,369,122,98,51,73,67,29,689,3,651,0.08,461,49,188,200,202,29,54,187,85,78,0,57,0,0,3,0,0,0,2,0.94521,0,220,146,0
147,3,3,1,1430,5216,5332,1736,995,435,579,322,311,218,206,70,43,0.17,1107,493,1240,1536,1327,736,25,337,219,307,0,219,0,0,3,0,0,0,2,2.1282,0,1430,147,116
148,3,3,1,1124,4276,4276,1394,685,439,617,217,202,88,204,62,54,0.15,1653,447,1145,1244,879,561,37,552,302,524,0,238,0,0,3,0,0,0,1,2.14211,0,1124,148,0
149,3,3,1,1622,5255,5264,1957,1165,457,506,300,391,425,517,83,147,0.18,1982,288,981,1647,1575,773,105,727,446,310,1,393,0,0,3,0,0,0,1,1.66034,0,1622,149,9
150,3,3,1,732,3105,3105,1239,534,198,217,162,236,117,158,27,70,0.15,2091,289,609,1037,793,377,201,620,222,878,0,170,0,0,3,0,0,0,1,2.37246,0,732,150,0
151,3,3,1,594,2013,2035,910,420,174,197,152,121,124,60,28,1,0.19,96,108,366,621,621,319,0,0,32,64,0,0,0,0,3,0,0,0,1,2.24447,0,594,151,22
152,3,3,1,1338,4246,4306,1989,1260,78,301,279,425,333,182,72,27,0.23,334,295,698,1190,1272,851,36,66,208,12,12,0,0,0,3,1955.60962,0,0,1,1.7891,0,1338,152,60
153,3,3,1,1204,4484,4484,2252,1038,166,325,286,351,242,101,59,1,0.18,125,318,806,1361,1345,654,9,22,71,22,0,1,0,0,3,0,0,0,1,2.27011,0,1204,153,0
154,3,3,1,1589,6128,6141,2855,1015,574,535,377,538,139,92,48,14,0.19,113,423,1055,1855,1845,963,30,32,47,1,0,3,0,0,3,0,0,0,1,2.67644,0,1589,154,13
155,3,3,1,1024,4067,4084,1634,965,59,297,321,237,169,82,49,3,0.2,282,258,771,1182,1176,697,0,87,167,28,0,0,0,0,3,0,0,0,1,2.47882,0,1024,155,17
156,3,3,1,676,2874,2879,1165,580,96,139,284,122,131,45,25,2,0.14,75,268,619,938,720,334,0,28,21,12,9,5,0,0,3,0,0,0,1,2.84762,0,676,156,5
157,3,3,1,970,3253,3253,862,335,635,688,147,79,56,66,12,32,0.11,131,514,934,942,580,283,0,66,60,5,0,0,0,0,3,0,0,0,1,2.29472,0,970,157,0
158,3,3,1,225,680,809,272,205,20,67,17,111,30,397,9,22,0.19,294,36,218,207,220,128,4,54,225,11,0,0,0,0,3,0,0,0,1,1.75265,0,225,158,129
159,3,3,1,1460,5017,5042,2118,1148,312,356,393,392,319,179,83,3,0.21,192,391,803,1500,1461,887,72,8,89,16,0,7,0,0,3,0,0,0,1,1.99997,0,1460,159,25
160,3,3,1,1325,4957,4958,2296,1198,127,332,328,419,246,95,62,2,0.19,159,379,858,1538,1422,761,33,0,97,29,0,0,0,0,3,0,0,0,1,2.3343,0,1325,160,1
161,3,3,1,1153,4357,4359,1936,983,170,334,355,251,213,82,50,4,0.17,236,326,791,1364,1271,607,0,91,98,41,0,6,0,0,3,0,0,0,1,2.47112,0,1153,161,2
162,3,3,1,1284,4913,4921,1999,1063,221,373,376,275,260,92,56,4,0.2,443,349,793,1481,1468,830,34,219,171,12,0,7,0,0,3,0,0,0,1,2.62269,0,1284,162,8
163,3,3,1,1243,4526,4542,1925,999,244,349,369,323,202,94,62,3,0.21,204,349,773,1336,1257,827,32,37,126,9,0,0,0,0,3,0,0,0,1,2.23201,0,1243,163,16
164,3,3,1,1926,7591,7651,3600,1566,360,412,500,569,445,183,87,21,0.2,476,530,1250,2367,2245,1259,107,135,215,13,0,6,0,0,3,0,0,0,1,2.30307,0,1926,164,60
165,3,3,1,1915,6945,6958,3074,1445,470,509,497,485,424,175,75,42,0.23,2274,432,964,2124,2074,1364,392,284,413,993,0,192,0,0,3,1426.73657,0,0,1,2.75293,0,1915,165,13
166,3,3,1,2751,9824,9871,4482,2232,519,597,866,743,545,205,122,12,0.19,785,703,1549,3170,2888,1561,50,159,492,61,6,17,0,0,3,451.93927,0,0,1,2.4138,0,2751,166,47
167,3,3,1,1805,6660,6745,2814,1600,205,514,433,582,276,196,104,15,0.18,347,514,1264,2101,1875,991,74,30,167,76,0,0,0,0,3,0,0,0,1,1.99587,0,1805,167,85
168,4,4,1,3363,10282,10301,4515,2960,403,988,815,1007,553,272,142,26,0.21,451,618,1608,3043,3228,1804,64,75,214,83,0,15,0,0,3,0,0,0,1,2.06552,0,3363,168,19
169,4,4,1,2541,7122,7137,3572,2350,191,424,261,517,1339,457,274,20,0.25,1761,396,1135,1539,2565,1502,97,270,1022,335,0,37,0,0,3,691.1322,0,0,1,1.57139,0,2541,169,15
170,4,4,1,2162,5627,5684,2836,1879,283,397,286,450,1029,305,164,19,0.27,2551,333,764,1359,1940,1288,284,855,1020,329,0,63,0,0,3,0,0,0,1,2.02917,0,2162,170,57
171,4,4,1,872,2236,2242,1166,837,35,145,96,145,486,132,74,4,0.24,686,149,283,590,770,450,127,199,314,27,0,19,0,0,3,0,0,0,1,1.76852,0,872,171,6
172,4,4,1,1949,5157,5156,2745,1682,267,389,253,462,845,238,142,13,0.23,1311,292,763,1315,1810,976,171,417,437,277,0,9,0,0,3,0,0,0,1,1.8317,0,1949,172,-1
173,4,4,1,1385,3585,3585,1717,1186,199,301,156,419,509,147,91,1,0.25,365,200,484,983,1168,750,46,172,85,14,0,48,0,0,3,0,0,0,1,1.73684,0,1385,173,0
174,4,4,1,2381,5646,5659,3324,1365,1016,538,518,623,702,182,114,3,0.22,629,266,588,2028,1709,1068,0,296,257,61,0,15,0,0,3,0,0,0,1,1.95873,0,2381,174,13
175,4,4,1,2101,4326,4358,2900,352,1749,674,418,509,500,86,47,6,0.15,1506,205,342,2248,1040,523,144,383,846,67,0,66,0,0,2,0,0,0,1,3.52915,0,2101,175,32
176,4,4,1,1857,3964,3969,2372,394,1463,517,483,542,315,91,48,8,0.2,894,197,346,1631,1139,656,125,239,405,97,22,6,0,0,2,0,0,0,1,2.79974,0,1857,176,5
177,4,4,1,3424,8778,8808,4978,1698,1726,918,772,984,750,219,133,14,0.21,2210,403,1084,3124,2631,1566,217,729,986,213,0,65,0,0,3,0,0,0,1,2.57167,0,3424,177,30
178,4,4,1,2410,6630,6638,3517,1779,631,707,526,508,669,206,121,6,0.24,715,356,833,2058,2040,1351,97,266,261,57,0,34,0,0,3,0,0,0,1,2.0366,0,2410,178,8
179,4,4,1,2740,7914,7920,4226,2042,698,658,675,626,781,230,135,9,0.24,784,421,1015,2515,2336,1633,34,273,347,107,0,23,0,0,3,0,0,0,1,2.07555,0,2740,179,6
180,4,4,1,1778,4333,4366,2526,563,1215,603,465,404,306,93,55,3,0.16,363,201,497,1726,1387,555,56,20,163,119,0,5,0,0,3,0,0,0,1,2.45866,0,1778,180,33
181,4,4,1,1880,5348,5348,2983,1438,442,527,378,576,399,206,90,3,0.2,561,287,700,1837,1615,909,24,275,110,131,0,21,0,0,3,0,0,0,1,2.1438,0,1880,181,0
182,4,4,1,2396,6753,6759,3464,1861,535,633,586,749,428,234,119,2,0.22,382,307,974,2103,2113,1262,29,57,228,57,0,11,0,0,3,0,0,0,2,1.99212,0,2396,182,6
183,4,4,1,2478,7279,7299,3623,2140,338,705,591,666,516,284,130,18,0.26,1009,367,1004,2107,2204,1617,85,85,728,106,0,5,0,0,3,2101.04639,0,0,1,2.03692,0,2478,183,20
184,4,4,1,3037,8915,8931,4167,2803,234,762,603,781,891,287,178,6,0.26,1225,502,1134,2531,2793,1971,252,398,291,195,0,89,0,0,3,0,0,0,1,2.01667,0,3037,184,16
185,4,4,1,2903,8226,8227,4357,2251,652,779,657,822,645,308,146,41,0.25,2384,426,967,2681,2390,1763,151,890,998,320,0,25,0,0,3,2947.22949,208.26419,7.09004,1,2.20013,0,2903,185,1
186,4,4,1,2720,7765,7803,3820,2422,298,539,551,793,837,376,173,15,0.25,1126,425,1073,2213,2412,1680,126,405,498,88,0,9,0,0,3,0,0,0,1,1.86722,0,2720,186,38
187,4,4,1,1492,4104,4106,1719,1446,46,301,255,448,488,215,118,10,0.33,926,183,550,888,1254,1231,306,239,242,102,0,37,0,0,3,0,0,0,2,1.75879,0,1492,187,2
188,4,4,1,770,1821,4043,1636,85,685,409,163,90,108,232,13,178,0.14,9410,83,1098,1935,409,518,1695,340,6650,666,0,59,0,0,2,3536.19409,14959.5166,9589.86914,1,3.37582,0,770,188,2222
189,4,4,1,3393,8054,8056,3874,776,2617,1210,905,793,485,201,76,6,0.2,353,524,968,3178,2022,1364,45,117,171,16,0,4,0,0,2,0,0,0,1,2.76918,0,3393,189,2
190,4,4,1,1073,1811,1816,1166,172,901,314,293,251,215,1381,15,27,0.19,1045,59,122,809,540,286,3,152,764,98,0,28,0,0,3,0,0,0,1,2.70796,0,1073,190,5
191,5,5,2,1461,3975,3977,1799,1340,121,415,231,400,415,490,124,30,0.29,728,175,588,1036,1168,1010,10,129,211,125,0,253,0,0,3,0,0,0,1,1.54379,0,1461,191,2
192,5,5,2,2758,6829,6833,3427,314,2444,1367,719,480,192,143,65,37,0.15,1164,387,1085,2955,1607,799,530,304,199,78,0,53,0,0,3,0,0,0,1,2.5376,0,2758,192,4
193,5,5,2,2033,6156,6267,3122,1349,684,649,448,641,295,498,230,46,0.19,2577,372,1255,1924,1771,945,162,618,715,825,0,257,0,0,4,0,0,0,1,1.68813,0,2033,193,111
194,5,5,2,1941,6636,6662,3207,1512,429,416,479,597,449,390,157,148,0.24,3291,283,1127,1897,2029,1326,16,216,2316,445,0,298,0,0,4,1864.98486,0,0,1,1.73568,0,1941,194,26
195,5,5,2,1881,5763,5770,2833,1746,135,530,394,562,395,236,136,13,0.25,226,251,894,1653,1738,1234,5,109,104,8,0,0,0,0,4,0,0,0,1,1.62748,0,1881,195,7
196,5,5,2,2008,6951,6973,3669,1988,20,362,439,730,477,581,151,81,0.18,541,351,1411,2103,2154,954,121,97,171,126,0,26,0,0,4,0,0,0,1,1.51362,0,2008,196,22
197,5,5,2,1343,5092,5106,2820,1291,52,247,256,458,382,165,90,12,0.22,136,221,903,1452,1580,950,0,21,67,22,0,26,0,0,3,0,0,0,1,1.81422,0,1343,197,14
198,5,5,2,1777,4982,4982,2448,298,1479,731,431,449,166,177,83,33,0.21,1222,314,858,1873,1041,896,134,51,937,8,34,58,0,0,3,0,0,0,1,2.08711,0,1777,198,0
199,5,5,2,1126,2407,2407,1540,226,900,359,320,311,136,326,45,140,0.13,2115,125,334,932,789,227,1310,312,283,191,0,19,0,0,3,0,0,0,1,1.6116,0,1126,199,0
200,5,5,2,950,3029,3029,1343,305,645,340,283,221,106,1639,162,182,0.3,3456,111,473,748,884,813,1605,238,1180,217,6,210,0,0,4,0,0,0,1,1.47989,0,950,200,0
201,5,5,2,2522,7996,8017,3781,866,1656,979,755,524,264,244,69,62,0.17,1656,536,1614,2734,2058,1075,164,420,633,283,3,153,0,0,3,0,0,0,1,2.49093,0,2522,201,21
202,5,5,2,2168,7535,7551,3730,1484,684,455,512,657,544,329,183,38,0.17,624,447,1412,2397,2257,1038,24,73,291,151,2,83,0,0,3,0,0,0,1,1.60532,0,2168,202,16
203,5,5,2,1510,5637,5637,2764,1031,479,489,380,423,218,187,65,39,0.16,3183,314,1122,1943,1536,722,281,806,572,333,5,1186,0,0,3,1419.05542,0,0,1,3.14197,0,1510,203,0
204,5,5,2,2132,7872,7981,3867,1498,634,482,490,591,569,206,94,30,0.17,1368,430,1609,2632,2228,1082,258,372,523,71,0,144,0,0,3,0,0,0,1,2.4762,0,2132,204,109
205,5,5,2,2320,8380,8396,4070,1976,344,328,490,762,740,231,149,10,0.18,223,434,1622,2717,2406,1217,53,22,99,12,0,37,0,0,3,0,0,0,1,1.86435,0,2320,205,16
206,5,5,2,1374,4351,4351,2199,1099,275,219,330,515,310,571,121,3,0.2,273,207,777,1366,1302,699,3,110,90,52,1,17,0,0,3,0,0,0,1,1.59444,0,1374,206,0
207,5,5,2,1315,5022,5022,2066,938,377,409,297,375,234,280,100,110,0.19,1334,261,1174,1436,1395,756,122,162,779,111,0,160,0,0,3,0,0,0,1,1.58075,0,1315,207,0
208,5,5,2,2086,4978,4996,2445,1440,646,589,493,455,549,3702,297,820,0.15,8017,198,715,1641,1934,508,385,1033,399,1657,0,4543,0,0,4,0,0,0,1,1.28232,0,2086,208,18
209,5,5,2,2540,7807,7827,3748,2206,334,542,526,820,652,866,379,55,0.2,557,409,1408,2408,2307,1295,58,49,313,34,0,103,0,0,4,0,0,0,1,1.26218,0,2540,209,20
210,5,5,2,1178,4450,4475,2158,623,555,459,338,303,78,121,72,20,0.11,949,367,1096,1682,964,366,96,169,170,114,0,400,0,0,3,0,0,0,1,2.17546,0,1178,210,25
211,5,5,2,2758,8781,8873,4293,1099,1659,985,964,496,313,232,131,30,0.14,3243,689,1902,3364,1893,1025,382,635,1178,213,0,835,0,0,2,0,0,0,1,2.70844,0,2758,211,92
212,5,5,2,1118,3885,3967,1706,834,284,356,283,290,189,2734,177,1835,0.17,39361,236,847,1213,1118,553,2166,7635,4067,3588,117,21788,0,0,3,1682.64856,0,0,2,1.77108,0,1118,212,82
213,5,5,2,2829,7053,7097,3230,1895,934,607,643,859,720,661,279,46,0.31,1022,273,1131,1820,1898,1975,105,262,480,47,7,121,0,0,4,0,0,0,1,1.40737,0,2829,213,44
214,5,5,2,2129,6438,6512,2898,1931,198,586,425,747,371,449,270,38,0.26,1227,356,1170,1715,1832,1439,226,51,266,589,0,95,0,0,4,0,0,0,1,1.43148,0,2129,214,74
215,5,5,2,2606,6986,6998,3364,1161,1445,896,589,711,410,261.39999,167,33,0.19,683,388,1319,2281,1913,1097,71,45,389,144,0,34,0,0,4,0,0,0,1,1.64484,0,2606,215,12
216,5,5,2,1195,3210,3215,1545,534,661,411,270,326,188,267.20001,76,104,0.19,1977,178,606,1048,879,504,204,132,1126,417,0,98,0,0,3,1533.66602,0,0,1,1.6756,0,1195,216,5
217,5,5,2,1388,4408,4514,2155,1328,60,352,321,477,238,280,174,22,0.21,332,216,907,1276,1325,790,7,60,137,113,0,15,0,0,4,0,0,0,1,1.36559,0,1388,217,106
218,5,5,2,1893,5841,5855,3482,1474,419,337,315,736,505,217,120,12,0.18,1864,291,1016,1781,1952,815,336,692,507,265,3,61,0,0,3,0,0,0,1,2.26526,0,1893,218,14
219,5,5,2,1702,6241,6245,3365,1680,22,224,263,635,580,239,153,12,0.19,365,274,1148,1755,2180,888,107,42,198,18,0,0,0,0,3,0,0,0,1,1.64228,0,1702,219,4
220,5,5,2,1908,5831,5854,3021,1357,551,337,504,644,423,448,194,87,0.12,303,335,1142,2184,1704,489,37,62,131,35,0,38,0,0,4,0,0,0,1,1.30143,0,1908,220,23
221,5,5,2,1487,4568,4568,2627,1163,324,246,331,506,404,305,155,36,0.16,431,223,873,1424,1511,537,37,221,81,61,0,31,0,0,4,0,0,0,1,1.40496,0,1487,221,0
222,5,5,2,1606,3815,3822,2317,958,648,314,514,455,323,285,156,25,0.15,1056,171,634,1408,1191,418,116,210,381,229,0,120,0,0,4,0,0,0,1,1.51046,0,1606,222,7
223,5,5,2,1887,4154,4185,2607,1044,843,259,481,614,533,835,204,323,0.16,1161,189,628,1427,1465,476,97,243,368,301,0,152,0,0,4,0,0,0,1,1.12835,0,1887,223,31
224,5,5,2,1246,3305,3305,1761,1135,111,267,225,376,378,1761,218,58,0.18,558,152,579,913,1217,444,23,12,262,239,0,22,0,0,4,0,0,0,1,1.18982,0,1246,224,0
225,5,5,2,1437,3815,3814,2113,1339,98,295,315,513,314,1050,216,44,0.19,1386,184,783,1114,1156,577,269,239,601,170,55,52,0,0,4,0,0,0,1,1.37814,0,1437,225,-1
226,5,5,2,2420,6463,6468,3620,2255,165,527,447,822,624,1997,501,149,0.19,841,336,1336,1676,2130,990,101,182,274,201,0,83,0,0,4,0,0,0,1,1.12382,0,2420,226,5
227,5,5,2,2110,5538,5538,3320,1771,339,421,338,644,707,2831,530,193,0.18,536,242,1039,1360,2170,727,31,93,232,135,0,45,0,0,4,1518.03772,0,0,1,1.06077,0,2110,227,0
228,5,5,2,11,34,41,28,0,11,0,11,0,0,232,2,196,0.09,129,3,5,9,23,1,0,6,119,3,1,0,0,0,4,0,0,0,1,0.92894,0,11,228,7
229,5,5,2,1685,5471,5488,2961,1314,371,330,339,521,495,544,242,179,0.13,862,281,1028,1940,1719,520,29,129,675,16,1,12,0,0,4,0,1660.83276,5194.08398,1,1.20915,0,1685,229,17
230,5,5,2,2680,8215,8218,4345,2058,622,516,557,1020,587,361,211,57,0.15,879,441,1738,2512,2585,942,179,70,519,18,19,74,0,0,4,0,0,0,1,1.56475,0,2680,230,3
231,5,5,2,1493,4995,5097,2614,1376,117,261,283,446,503,287,190,18,0.2,127,219,917,1374,1767,820,8,0,91,17,0,11,0,0,4,0,0,0,1,1.3444,0,1493,231,102
232,5,5,2,1727,5284,5477,2873,1656,71,324,359,584,460,459,294,27,0.22,219,251,1066,1436,1743,981,26,16,126,30,1,20,0,0,4,0,0,0,1,1.21968,0,1727,232,193
233,5,5,2,3220,7384,7391,4096,1666,1554,877,721,848,774,708,288,160,0.22,495,320,1022,2279,2420,1350,37,79,329,30,1,19,0,0,4,0,0,0,1,1.22813,0,3220,233,7
234,5,5,2,1369,2451,2450,1256,148,1221,434,484,366,85,549,42,191,0.14,7305,114,254,1074,752,256,2088,1758,1144,961,28,1326,0,0,3,0,0,0,1,2.42385,0,1369,234,-1
235,5,5,2,1181,3273,3273,1698,1132,49,217,226,318,420,223,133,14,0.24,940,173,603,860,970,667,32,33,462,384,12,17,0,0,4,1148.16235,0,0,1,1.55424,0,1181,235,0
236,5,5,2,2174,5518,5539,3020,1494,680,572,515,670,417,486,201,58,0.21,778,261,916,1775,1607,980,169,112,416,43,7,31,0,0,4,0,0,0,1,1.39359,0,2174,236,21
237,5,5,2,2793,8737,8816,4165,1231,1562,1106,642,846,199,273,113,54,0.14,2372,591,1814,3218,2227,966,183,352,1074,703,8,52,0,0,3,0,0,0,2,2.41362,0,2793,237,79
238,5,5,2,1290,4978,4979,2195,882,408,343,402,374,171,426,140,167,0.12,924,321,1263,1720,1221,454,132,118,494,72,1,107,0,0,3,0,0,0,3,1.30511,0,1290,238,1
239,5,5,2,0,0,0,0,0,0,0,0,0,0,1686,0,1681,0,588,0,0,0,0,0,0,357,12,25,0,194,0,0,3,0,0,0,3,0.91243,0,0,239,0
240,5,5,2,2051,5216,5217,2791,859,1192,634,595,567,255,500,159,186,0.24,4539,238,856,1719,1294,1110,682,570,2188,632,7,460,0,0,3,0,0,0,2,1.72186,0,2051,240,1
241,5,5,2,1325,3432,3446,1617,1097,228,428,218,355,324,402,197,30,0.33,423,118,539,726,1059,1004,15,127,240,4,1,36,0,0,4,0,0,0,1,1.23808,0,1325,241,14
242,5,5,2,929,2634,2634,1130,928,1,176,170,273,310,331,146,26,0.33,338,82,443,505,840,764,16,93,180,16,2,31,0,0,4,0,0,0,1,1.24473,0,929,242,0
243,5,5,2,987,2804,2818,1315,916,71,199,160,286,342,252,168,10,0.26,377,110,479,634,969,626,8,153,160,18,1,37,0,0,4,0,0,0,1,1.26018,0,987,243,14
244,5,5,2,1933,5132,5136,2081,940,993,675,421,438,399,261,160,38,0.27,1409,219,904,1357,1467,1189,211,140,366,476,1,215,0,0,4,0,0,0,1,1.64831,0,1933,244,4
245,5,5,2,1281,3335,3366,1397,928,353,167,163,334,617,380,259,34,0.35,477,105,451,702,1064,1044,19,179,256,21,1,1,0,0,4,1533.66602,0,0,1,1.16457,0,1281,245,31
246,5,5,2,2886,7433,7491,3342,2014,872,354,476,603,1453,1036,553,156,0.33,4630,294,1115,1640,2218,2224,226,591,3112,504,9,188,0,0,4,457.39352,0,0,1,1.35917,0,2886,246,58
247,5,5,2,1339,3769,3780,1787,1122,217,325,260,242,512,230,153,21,0.22,372,245,654,984,1225,672,4,57,257,36,0,18,0,0,4,0,0,0,1,1.36222,0,1339,247,11
248,5,5,2,1487,3204,3204,1932,651,836,371,375,382,359,687,122,376,0.18,15656,134,439,1272,902,457,595,3954,3563,2079,9,5456,0,0,3,0,0,0,3,2.35745,0,1487,248,0
249,6,6,2,2619,6229,6229,3505,1440,1179,502,513,744,860,699,210,283,0.16,5761,363,1058,2287,1721,800,644,1586,1330,1006,0,1195,0,0,3,0,0,0,3,1.61601,0,2619,249,0
250,6,6,2,2048,4798,4868,2655,1187,861,473,401,483,691,280,198,12,0.2,988,276,722,1582,1486,802,131,143,345,306,7,56,0,0,4,0,0,0,2,1.49743,0,2048,250,70
251,6,6,2,2917,5201,5210,3402,452,2465,515,649,761,992,277,154,44,0.22,5656,168,454,2165,1470,953,1425,1344,1430,1122,7,328,0,0,2,1347.16541,0,0,3,2.57551,0,2917,251,9
252,6,6,2,1935,5640,5641,2342,1932,3,63,66,187,1619,2124,1440,202,0.28,1001,219,1052,942,2105,1323,9,235,422,282,0,53,0,0,4,0,0,0,1,0.98258,0,1935,252,1
253,6,6,2,1042,2688,2687,1339,780,262,114,110,175,643,282,218,4,0.25,444,145,466,610,922,544,12,193,113,89,0,37,0,0,4,0,0,0,1,1.19111,0,1042,253,-1
254,6,6,2,1831,5420,5421,2327,1819,12,45,68,213,1505,1976,1446,22,0.26,957,239,1072,904,2081,1125,33,536,208,147,12,21,0,0,4,259.42902,0,0,1,0.98881,0,1831,254,1
255,6,6,2,1334,3595,3598,1634,1220,114,214,257,245,618,342,224,37,0.26,708,191,648,708,1292,759,33,307,269,25,19,55,0,0,4,1632.63818,0,0,1,1.25058,0,1334,255,3
256,6,6,2,2686,4870,4913,2405,597,2089,581,467,628,1010,214,141,12,0.37,1740,154,349,1405,1339,1666,39,845,435,227,0,194,0,0,2,0,0,0,2,1.937,0,2686,256,43
257,6,6,2,2054,4256,4332,1846,564,1490,442,483,532,597,255,98,64,0.31,6844,167,542,1362,1030,1231,975,1747,3068,314,24,716,0,27,3,0,0,0,3,3.17016,0,2054,257,76
258,6,6,2,2605,5499,5667,2852,546,2059,580,730,724,571,191,122,19,0.25,1654,230,568,2177,1448,1244,78,406,891,127,0,152,0,28.94232,3,0,0,0,3,2.09112,0,2605,258,168
259,6,6,2,2231,5177,5190,2604,447,1784,517,613,595,506,205,111,47,0.23,940,289,635,1928,1318,1020,99,169,469,139,0,64,0,27,3,1551.37134,0,0,3,1.71685,0,2231,259,13
260,6,6,2,2245,8144,8265,3439,1316,929,857,620,543,225,302,176,41,0.13,1365,542,1944,3200,1726,853,150,524,258,254,0,179,0,30.35832,3,0,0,0,3,1.82146,0,2245,260,121
261,6,6,2,1369,4306,4320,2014,917,452,289,313,381,386,678,167,117,0.15,668,278,884,1510,1146,502,0,93,394,89,21,71,0,0,4,0,0,0,3,1.25958,0,1369,261,14
262,6,6,2,1208,3892,3992,2119,871,337,272,250,396,290,304,153,52,0.13,494,245,851,1447,1043,406,35,91,199,140,0,29,0,0,4,0,0,0,3,1.33524,0,1208,262,100
263,6,6,2,792,2821,2905,1302,780,12,161,160,321,150,152,93,8,0.2,71,174,573,888,794,476,9,0,57,5,0,0,0,0,4,0,0,0,3,1.42148,0,792,263,84
264,6,6,2,1009,3120,3195,1670,1007,2,178,237,338,256,283,131,54,0.21,501,158,572,895,1023,547,69,82,238,67,0,45,0,0,4,0,0,0,3,1.31022,0,1009,264,75
