ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1263,26,26,6,913,2597,2628,1035,566,347,465,238,174,36,271,111,39,0.26,1890,197,469,788,569,605,54,324,727,569,1,215,0,0,3,2657.8772,0,0,3,1.73915,0,913,1263,31
1264,26,26,6,1944,5800,5886,2143,632,1312,950,579,344,71,379,191,71,0.16,1090,639,1101,2089,1287,770,445,118,450,35,4,38,0,0,4,0,0,0,2,1.46177,0,1944,1264,86
1265,26,26,6,1167,3542,3561,1583,563,604,511,365,216,75,411,122,119,0.2,4453,307,725,1152,760,617,1617,327,1969,433,0,107,0,0,3,0,0,0,2,1.94432,0,1167,1265,19
1266,26,26,6,1488,4793,4801,1784,1392,96,542,505,341,100,348,176,41,0.2,1628,354,1097,1470,1041,839,456,396,410,113,22,231,0,0,4,0,0,0,3,1.59938,0,1488,1266,8
1267,26,26,6,1267,3350,3350,1739,1266,1,191,341,423,312,446,233,39,0.19,892,151,624,794,1310,471,223,122,393,93,0,61,0,0,4,0,0,0,1,1.24968,0,1267,1267,0
1268,26,26,6,4209,11204,11237,5139,3595,614,789,743,1202,1475,8690,1371,52,0.2,921,681,2021,2928,3901,1706,133,295,232,126,19,116,0,0,4,0,0,0,1,1.0608,0,4209,1268,33
1269,26,26,6,3640,9187,9230,4091,2765,875,872,977,1100,691,2243,482,108,0.31,2172,454,1420,2353,2459,2544,237,208,1188,269,50,220,0,0,4,2674.61865,0,0,2,1.32408,0,3640,1269,43
1270,26,26,6,5082,15998,16004,6495,4405,677,1043,1190,1778,1071,8545,1151,579,0.14,2628,908,3387,4979,5059,1671,109,196,800,596,1,926,0,0,4,1279.65381,0,0,3,1.12148,0,5082,1270,6
1271,26,26,6,4599,14014,14014,6505,4265,334,929,987,1712,971,4587,756,338,0.09,783,1227,3275,5213,3490,809,63,106,418,180,0,16,0,0,4,0,0,0,3,1.1481,0,4599,1271,0
1272,26,26,6,0,0,0,0,0,0,0,0,0,0,890,0,466,0.08,3711,0,0,0,0,0,44,28,308,3292,0,39,0,0,2,0,0,0,3,1.23927,0,0,1272,0
1273,26,26,6,1550,4180,4184,2119,1070,480,394,507,456,193,2115,331,51,0.09,894,115,373,2303,1184,209,117,214,378,103,33,49,0,0,4,0,0,0,3,1.18595,0,1550,1273,4
1274,26,26,6,2303,6155,6154,3133,1260,1043,874,696,576,157,625,318,122,0.15,1860,450,1295,2160,1501,748,119,420,783,362,0,176,0,0,4,2189.16772,0,0,2,1.31905,0,2303,1274,-1
1275,26,26,6,1303,3372,3372,2046,759,544,377,443,333,150,275,157,17,0.11,529,245,710,1298,876,243,192,85,221,7,0,24,0,0,4,0,0,0,2,1.36069,0,1303,1275,0
1276,26,26,6,1312,3710,3709,1989,859,453,318,438,368,188,268,152,19,0.1,744,233,872,1316,1034,254,86,86,393,44,0,135,0,0,4,0,0,0,3,1.45663,0,1312,1276,-1
1277,26,26,6,1963,5735,5744,2812,1789,174,357,488,766,352,430,276,14,0.11,311,418,1435,1895,1552,444,39,31,206,27,0,8,0,0,4,0,0,0,3,1.28356,0,1963,1277,9
1278,26,26,6,1100,3310,3310,1989,1078,22,187,284,431,198,1391,211,59,0.11,400,214,785,1102,973,236,45,27,234,66,0,28,0,0,4,0,0,0,3,1.17152,0,1100,1278,0
1279,26,26,6,1828,4793,4809,1764,1464,364,581,342,541,364,13849,5056,752,0.2,5020,222,810,1209,1854,714,555,655,814,1321,142,1533,0,0,5,0,0,0,3,0.94874,0,1828,1279,16
1280,26,26,6,4766,10673,10673,4517,3643,1123,1621,1193,1205,747,1678,772,294,0.36,6172,412,1715,2326,2769,3451,1933,396,2351,1180,45,267,0,0,4,0,0,0,3,1.31788,0,4766,1280,0
1281,26,26,6,2439,6117,6117,2903,1000,1439,1090,671,507,171,612,225,141,0.15,1854,503,1164,2397,1281,772,710,303,621,149,0,71,0,0,4,0,0,0,2,1.40185,0,2439,1281,0
1282,26,26,6,4360,13533,13539,6016,3260,1100,1207,920,1218,1015,2907,1131,204,0.1,2257,1282,3121,4861,3297,978,281,130,948,417,1,480,0,0,4,0,0,0,1,1.14413,0,4360,1282,6
1283,26,26,6,1579,4219,4219,2034,1261,318,539,462,446,132,457,227,91,0.23,1975,268,836,1290,986,839,126,512,1105,96,1,135,0,0,3,1888.79102,0,0,3,1.39184,0,1579,1283,0
1284,26,26,6,2113,5278,5295,2482,1732,381,752,576,503,282,1510,444,147,0.26,5238,273,815,1415,1606,1186,504,1031,2033,1252,1,417,0,0,4,0,0,0,1,1.43173,0,2113,1284,17
1285,26,26,6,1857,4818,4819,2739,1789,68,307,352,713,485,1246,460,63,0.22,656,188,799,1010,2007,815,32,124,325,131,0,44,0,0,3,0,0,0,2,1.10948,0,1857,1285,1
1286,26,26,6,1591,4420,4430,2011,1534,57,316,356,448,471,56212,10512,106,0.2,1259,175,747,949,1912,647,4,252,112,592,231,68,0,0,4,0,0,0,1,0.90967,0,1591,1286,10
1287,26,26,6,933,2766,2782,1121,736,197,296,271,226,140,109722,2630,3475,0.17,1891,173,571,830,844,364,85,227,112,509,465,493,0,0,5,0,0,0,3,0.91854,0,933,1287,16
1288,26,26,6,3698,11708,11710,5519,3240,458,892,984,1234,588,2502,785,135,0.13,2190,970,2542,3845,3271,1082,396,321,780,420,100,173,0,0,4,0,0,0,3,1.21816,0,3698,1288,2
1289,26,26,6,2315,7134,7134,2620,1921,394,891,749,514,161,4140,482,435,0.17,2875,568,1528,2325,1688,1025,377,315,726,573,26,858,0,0,4,996.01007,0,0,3,1.16559,0,2315,1289,0
1290,26,26,6,3829,8482,8484,2918,2996,833,1582,1156,669,422,149505,4088,3114,0.28,2569,484,1357,2131,2422,2090,327,264,543,682,386,367,0,0,4,396.17471,0,0,2,0.93296,0,3829,1290,2
1291,27,27,7,3428,11193,11198,2010,1337,2091,1722,815,677,214,18433,1213,80,0.28,966,680,1970,2807,3034,2707,479,64,164,101,29,129,0,0,4,0,0,0,2,1.0782,0,3428,1291,5
1292,27,27,7,2859,10053,10101,3629,2698,161,534,769,1200,356,10156,636,1624,0.15,12063,672,2575,3237,2490,1127,686,1765,1094,2303,285,5930,0,0,4,0,0,0,3,1.20329,0,2859,1292,48
1293,27,27,7,2212,5488,5533,2485,1367,845,760,606,448,398,3647,402,23,0.25,813,345,907,1797,1319,1165,115,86,446,76,0,90,0,0,4,0,0,0,2,1.20308,0,2212,1293,45
1294,27,27,7,22,32,95,24,22,0,0,0,22,0,1242,486,230,0.09,3288,0,4,53,35,3,39,184,2084,369,90,522,0,0,4,0,1655.66882,4752.1582,2,1.09683,0,22,1294,63
1295,27,27,7,2665,7830,7874,3580,1885,780,962,747,659,297,1204,511,162,0.14,2328,582,1637,2976,1820,859,517,311,855,310,15,320,0,0,4,0,0,0,2,1.24681,0,2665,1295,44
1296,27,27,7,1608,3737,3745,1852,1360,248,511,380,360,357,1610,685,19,0.22,855,210,584,1102,1214,635,240,79,224,176,5,131,0,0,4,0,0,0,1,1.0409,0,1608,1296,8
1297,27,27,7,3255,8745,8835,4185,1655,1600,1217,949,739,350,637,393,22,0.18,2270,693,1744,3076,2024,1298,206,352,1380,163,16,153,0,0,4,0,0,0,3,1.49779,0,3255,1297,90
1298,27,27,7,742,1883,1894,869,399,343,393,178,107,64,338,96,64,0.12,3225,175,341,859,354,165,269,707,1185,363,67,634,0,0,4,0,0,0,3,1.96595,0,742,1298,11
1299,27,27,7,1145,2470,2750,1280,500,645,462,374,186,123,250,104,36,0.13,9447,183,507,1205,594,261,484,837,1227,6536,0,363,0,0,2,0,0,0,3,4.13143,0,1145,1299,280
1300,27,27,7,860,2546,2546,1329,546,314,338,261,213,48,211,122,7,0.11,383,230,605,1004,504,203,12,68,125,76,23,79,0,0,4,0,0,0,3,1.36377,0,860,1300,0
1301,27,27,7,1316,3452,3467,1552,873,443,534,358,312,112,328,157,29,0.18,2241,314,667,1293,684,509,87,489,709,618,0,338,0,0,4,0,0,0,3,1.7347,0,1316,1301,15
1302,27,27,7,2433,7863,7883,3710,1836,597,787,678,565,403,1566,571,24,0.13,1060,797,1780,2880,1681,745,391,141,327,125,22,54,0,0,4,0,0,0,1,1.20139,0,2433,1302,20
1303,27,27,7,1175,3105,3107,1525,1164,11,206,167,311,491,562,404,5,0.24,127,131,632,665,1081,598,37,23,11,25,0,31,0,0,4,0,0,0,1,1.04119,0,1175,1303,2
1304,27,27,7,2642,7429,7433,3293,1946,696,932,692,717,301,698,540,13,0.23,1109,492,1560,2224,1677,1480,161,366,295,189,21,77,0,0,4,0,0,0,3,1.21431,0,2642,1304,4
1305,27,27,7,1679,5073,5073,2130,1165,514,813,420,393,53,480,229,71,0.16,3405,470,1038,1936,988,641,406,682,1609,272,40,396,0,0,4,2248.5249,0,0,3,1.67501,0,1679,1305,0
1306,27,27,7,3498,9612,9648,4255,3055,443,972,872,1090,564,1317,736,88,0.23,3470,589,2042,2720,2481,1816,486,378,2436,73,0,97,0,0,4,2348.68848,0,0,3,1.27925,0,3498,1306,36
1307,27,27,7,2513,6524,6545,2949,2280,233,394,691,760,668,830,502,38,0.2,785,408,1408,1794,1888,1047,7,163,437,41,0,137,0,0,4,666.72858,0,0,3,1.16794,0,2513,1307,21
1308,27,27,7,1636,4080,4138,2078,1581,55,405,291,419,521,37851,1170,142,0.22,1214,217,745,992,1492,692,30,90,193,249,289,363,0,0,4,0,0,0,1,0.99129,0,1636,1308,58
1309,28,28,7,2012,4825,4837,2039,1195,817,741,486,437,348,14722,837,264,0.38,1776,228,781,766,1432,1630,179,135,466,181,355,460,0,0,4,0,0,0,3,1.0421,0,2012,1309,12
1310,28,28,7,1060,1967,2029,994,691,369,409,257,202,192,1041,154,332,0.46,1698,50,142,519,448,870,112,240,773,278,167,128,0,0,4,0,0,0,2,1.11909,0,1060,1310,62
1311,28,28,7,2909,6876,6937,3919,2837,72,606,477,662,1164,92029,3174,240,0.26,4143,299,1133,1441,2662,1402,142,350,904,935,944,868,0,0,4,0,0,0,1,0.9844,0,2909,1311,61
1312,28,28,7,741,1840,1851,901,574,167,177,277,186,101,187154,1211,394,0.17,759,119,363,512,632,225,1,22,176,134,343,83,0,0,5,0,0,0,1,0.93752,0,741,1312,11
1313,28,28,7,1850,4412,5445,3362,1565,285,413,488,436,513,43844,1826,445,0.17,4056,269,1061,1943,1476,696,153,246,2456,567,319,315,0,0,4,119.98922,1536.65186,174.83609,1,1.01526,0,1850,1313,1033
1314,28,28,7,2421,5776,5877,2823,1697,724,700,546,647,528,3031,814,100,0.23,5598,377,1143,1646,1582,1129,833,860,1149,671,879,1206,0,0,4,596.82111,0,0,2,1.27075,0,2421,1314,101
1315,28,28,7,804,1900,1915,1215,766,38,199,163,142,300,32879,627,216,0.23,4898,99,305,486,680,345,269,229,332,475,1524,2069,0,0,4,0,0,0,3,1.18584,0,804,1315,15
1316,28,28,7,571,1259,1325,731,544,27,111,111,88,261,44316,1248,142,0.22,1382,48,196,364,491,226,61,86,123,244,430,438,0,0,4,0,0,0,1,0.95646,0,571,1316,66
1317,28,28,7,2038,5158,5178,2374,1045,993,919,521,382,216,1662,704,60,0.25,2333,389,877,1574,1213,1125,309,218,1140,347,52,267,0,0,4,258.75909,0,0,2,1.14488,0,2038,1317,20
1318,29,29,8,2103,4609,4684,3107,1864,239,563,534,637,369,24850,6420,1741,0.23,1613,163,684,1211,1838,788,176,333,181,102,349,472,0,0,4,0,0,0,1,0.91576,0,2103,1318,75
1319,29,29,8,3310,9646,9662,4649,2376,934,1253,850,819,388,3884,1356,117,0.15,1512,801,1989,3433,2345,1094,85,132,929,197,21,148,0,0,4,0,0,0,1,1.05411,0,3310,1319,16
1320,29,29,8,2441,5167,5192,2515,1759,682,927,697,454,363,7896,2192,342,0.36,2716,222,576,1095,1710,1589,376,451,1069,449,33,338,0,0,4,0,0,0,2,0.97861,0,2441,1320,25
1321,29,29,8,2318,6388,6416,3222,1923,395,819,604,631,264,752,503,30,0.21,819,414,1228,1968,1705,1101,41,120,265,339,14,40,0,0,4,0,0,0,3,1.17008,0,2318,1321,28
1322,29,29,8,2143,4185,4198,1681,1800,343,748,498,438,459,15493,3507,1197,0.54,1556,95,336,481,1195,2091,13,318,627,276,198,124,0,0,4,0,0,0,2,0.92694,0,2143,1322,13
1323,29,29,8,3796,8085,8085,3631,2726,1070,1483,856,809,648,1786,1121,209,0.41,4843,363,954,1517,2319,2932,722,784,1972,1074,48,243,0,0,4,0,0,0,3,1.15811,0,3796,1323,0
1324,29,29,8,985,2335,2338,1294,896,89,321,269,208,187,39085,3091,1094,0.28,2811,120,340,548,808,522,212,324,140,212,361,1562,0,0,5,1310.35815,0,0,3,0.93584,0,985,1324,3
1325,29,29,8,3081,8477,8478,4156,2493,588,533,687,895,966,43455,2914,1013,0.17,5124,588,1741,2717,2383,1049,392,1387,644,529,115,2057,0,0,4,1537.41467,0,0,2,0.9905,0,3081,1325,1
1326,29,29,8,1770,4596,4599,2428,1704,66,385,334,517,534,5043,1374,485,0.25,483,262,816,1070,1539,912,12,164,131,54,14,108,0,0,4,0,0,0,1,0.95105,0,1770,1326,3
1327,29,29,8,1982,4767,4766,2616,1589,393,599,591,470,322,3413,699,97,0.28,1661,268,636,1451,1255,1156,26,326,861,285,10,153,0,0,4,1333.15637,0,0,1,1.0898,0,1982,1327,-1
1328,29,29,8,1814,4748,5166,2657,1561,253,577,399,410,428,29862,2890,933,0.19,1732,341,1005,1661,1380,779,51,317,281,410,517,156,0,0,4,0,0,0,1,0.94007,0,1814,1328,418
1329,29,29,8,1389,3470,3481,1602,1237,152,415,373,295,306,3862,2342,215,0.24,2042,164,610,892,1168,647,334,346,267,389,216,490,0,0,4,0,0,0,2,0.95507,0,1389,1329,11
1330,29,29,8,1407,3385,3385,1827,1280,127,324,395,341,347,559,451,43,0.21,730,171,593,946,1148,527,195,90,132,245,10,58,0,0,4,353.80652,0,0,1,1.07851,0,1407,1330,0
1331,29,29,8,2095,5146,5156,2738,1339,756,724,672,450,249,754,356,224,0.19,3100,364,905,1823,1291,773,358,820,942,557,30,393,0,0,4,0,0,0,2,1.2795,0,2095,1331,10
1332,29,29,8,2215,4841,5102,2677,1295,920,892,475,515,333,893,267,534,0.22,6824,332,764,1809,1293,904,930,1362,1923,1472,82,1055,0,0,4,0,0,0,2,1.37251,0,2215,1332,261
1333,29,29,8,1335,4123,4134,2074,1093,242,366,292,448,229,301,282,19,0.2,365,250,750,1298,1214,622,10,116,162,15,0,62,0,0,4,0,0,0,3,1.1853,0,1335,1333,11
1334,29,29,8,1532,4354,4353,2403,1513,19,297,371,533,331,410,316,91,0.2,649,237,801,1282,1381,652,3,136,458,34,0,18,0,0,4,0,0,0,3,1.14952,0,1532,1334,-1
1335,29,29,8,2596,7206,7242,3772,2214,382,816,687,658,435,843,524,203,0.24,1793,480,1372,2179,1736,1475,509,407,578,169,0,130,0,0,4,0,0,0,3,1.17434,0,2596,1335,36
1336,29,29,8,5110,13979,14020,6484,4095,1015,1259,1046,1584,1221,3624,1881,444,0.22,8027,1129,2925,4238,3202,2526,401,2156,1485,1349,11,2625,0,0,4,0,0,0,3,1.14917,0,5110,1336,41
1337,29,29,8,2871,6965,7030,3286,1616,1255,1196,771,650,254,7050,3389,945,0.23,9155,413,1137,2173,2010,1297,1584,1383,1676,2048,141,2323,0,0,4,0,0,0,2,1.01595,0,2871,1337,65
1338,29,29,8,1511,3523,3525,1965,1012,499,548,365,437,161,811,660,79,0.19,966,202,585,1314,904,520,186,94,298,329,20,39,0,0,4,0,0,0,1,1.03544,0,1511,1338,2
1339,29,29,8,2019,5235,5243,2825,1629,390,599,650,532,238,593,433,58,0.13,695,369,1110,1893,1408,463,185,111,302,45,16,36,0,0,4,0,0,0,3,1.14154,0,2019,1339,8
1340,29,29,8,2687,7349,7349,3982,1564,1123,699,631,834,523,1042,533,283,0.09,1259,645,1619,3254,1423,408,68,222,270,179,15,505,0,0,4,0,0,0,3,1.1183,0,2687,1340,0
1341,29,29,8,1878,4919,4920,2867,1730,148,381,397,699,401,8834,1658,78,0.14,1346,274,1102,1719,1365,460,24,85,1020,116,55,46,0,0,4,0,0,0,2,0.97936,0,1878,1341,1
1342,29,29,8,1468,3883,6052,2217,1019,449,362,529,419,158,542,182,284,0.11,2923,309,1765,2304,1209,465,27,101,1903,877,13,2,0,0,4,1959.6156,5168.04883,1628.33313,3,1.38969,0,1468,1342,2169
1343,29,29,8,1600,4481,4656,2429,906,694,647,436,391,126,306,175,46,0.14,640,310,982,1889,993,482,133,95,351,22,12,27,0,0,4,0,0,0,3,1.38349,0,1600,1343,175
1344,29,29,8,2440,5736,5735,2746,738,1702,1212,691,428,109,431,181,142,0.19,2169,455,968,2365,1009,938,444,828,674,150,17,56,0,0,3,0,0,0,3,1.49057,0,2440,1344,-1
1345,29,29,8,1574,3679,3680,2131,750,824,610,469,373,122,275,171,19,0.22,201,247,558,1230,979,666,0,23,112,49,12,5,0,0,3,0,0,0,3,1.27541,0,1574,1345,1
1346,29,29,8,2082,4839,4851,2668,1240,842,757,457,532,336,735,317,173,0.32,2387,171,788,1345,1182,1365,352,532,456,661,34,352,0,0,4,0,0,0,3,1.27653,0,2082,1346,12
1347,29,29,8,1887,5233,5233,2901,1724,163,431,462,584,410,1032,285,47,0.19,456,288,1056,1600,1527,762,91,62,237,37,12,17,0,0,4,0,0,0,3,1.22703,0,1887,1347,0
1348,30,30,8,3329,9354,9384,3795,927,2402,1743,894,526,166,2113,483,592,0.17,5705,912,1757,3519,1866,1330,1828,297,1360,1510,55,655,0,0,4,0,0,0,3,1.27513,0,3329,1348,30
1349,30,30,8,2225,7418,7445,2528,1704,521,855,561,552,257,2993,1343,101,0.13,836,733,1630,2871,1507,704,112,200,319,125,27,53,0,0,4,0,0,0,2,1.0108,0,2225,1349,27
1350,30,30,8,2981,6708,6723,3889,2110,871,911,847,709,514,5640,1764,60,0.25,1746,332,1064,1920,2084,1323,103,660,700,175,56,52,0,0,4,0,0,0,1,1.0018,0,2981,1350,15
1351,30,30,8,1389,3495,3552,1909,1347,42,300,317,548,224,386,354,27,0.34,596,157,538,773,1043,1041,21,43,465,67,0,0,0,0,4,0,0,0,3,1.12465,0,1389,1351,57
1352,30,30,8,1439,3623,3644,2199,1437,2,175,283,349,632,3558,1171,24,0.25,309,134,666,639,1520,685,0,161,34,30,15,69,0,0,4,0,0,0,1,0.96088,0,1439,1352,21
1353,30,30,8,3685,6203,6204,1572,3406,279,1170,1132,635,748,21662,3694,330,0.77,1119,46,284,285,963,4626,52,213,373,294,43,144,0,0,4,0,0,0,1,0.93583,0,3685,1353,1
1354,30,30,8,3284,8480,8514,4301,3186,98,543,802,849,1090,30337,9001,574,0.26,1324,420,1422,1830,3085,1757,208,212,380,150,219,155,0,0,4,157.75519,0,0,1,0.91862,0,3284,1354,34
1355,30,30,8,1512,3640,3647,1862,1016,496,620,415,350,127,451,367,65,0.28,547,187,634,954,995,877,3,53,382,72,0,37,0,0,4,1530.12366,0,0,2,1.09673,0,1512,1355,7
1356,30,30,8,2930,6845,6901,3434,1785,1145,1221,715,638,356,688,606,73,0.33,708,367,1069,1750,1742,1973,106,95,439,44,0,24,0,0,4,0,0,0,2,1.1167,0,2930,1356,56
1357,30,30,8,1705,4246,4260,2155,1327,378,535,421,446,303,494,452,36,0.19,452,293,927,1282,1144,614,91,53,221,63,0,24,0,0,4,0,0,0,2,1.08707,0,1705,1357,14
1358,30,30,8,2977,6857,6922,3485,1723,1254,981,929,646,421,1405,827,133,0.34,2411,382,969,1898,1609,2064,229,265,1541,313,0,63,0,0,4,1589.39526,0,0,2,1.12904,0,2977,1358,65
1359,30,30,8,2181,5150,5163,2693,1993,188,712,638,573,258,615,480,114,0.28,3608,309,767,1476,1362,1249,198,416,2729,166,0,99,0,0,4,0,0,0,3,1.30741,0,2181,1359,13
1360,30,30,8,1438,3107,3313,1745,817,621,740,442,181,75,229,151,62,0.26,1008,208,429,1203,736,737,178,205,455,134,0,36,0,0,4,0,0,0,3,1.36765,0,1438,1360,206
1361,30,30,8,1207,2191,2460,1464,224,983,721,295,142,49,305,73,226,0.16,9646,163,269,1153,582,293,2056,2650,2050,2218,43,629,0,0,2,0,0,0,3,2.42359,0,1207,1361,269
1362,30,30,8,1875,3613,3613,2074,1073,802,953,446,327,149,328,259,69,0.29,1753,142,387,1180,1009,895,121,655,631,299,0,47,0,0,3,0,0,0,3,1.31599,0,1875,1362,0
1363,30,30,8,1048,2344,2392,1237,611,437,558,207,198,85,510,145,359,0.21,14652,111,297,1014,544,426,282,677,4915,8672,48,58,0,0,3,0,5967.3457,15819.83301,3,2.22689,0,1048,1363,48
1364,30,30,8,1770,3902,3948,2431,1124,646,665,622,365,118,291,244,31,0.15,884,269,609,1644,977,449,154,122,407,167,2,32,0,0,3,1257.47095,0,0,3,1.28193,0,1770,1364,46
1365,30,30,8,1924,4251,4316,2039,1666,258,593,394,539,398,862,673,134,0.43,1552,183,447,801,1214,1671,88,175,979,246,0,64,0,0,4,0,0,0,1,1.07181,0,1924,1365,65
1366,30,30,8,4210,10139,10171,4448,4076,134,628,763,1030,1789,5217,4044,556,0.29,5628,402,1553,1941,3962,2313,164,1018,1715,744,12,1975,0,0,4,768.70734,0,0,1,0.9879,0,4210,1366,32
1367,30,30,8,2118,5367,5392,2939,1375,743,749,439,467,463,3352,929,87,0.27,1026,270,1042,1312,1532,1236,42,250,318,308,31,77,0,0,5,0,0,0,1,1.0319,0,2118,1367,25
1368,30,30,8,1980,5115,5143,2392,1274,706,662,465,467,386,5122,579,2189,0.21,8264,238,931,1670,1430,874,401,1381,1561,2121,126,2674,0,0,5,0,0,0,3,1.05748,0,1980,1368,28
1369,30,30,8,2013,5642,5674,3091,1731,282,507,418,706,382,1288,403,297,0.16,5349,395,1223,1886,1524,646,558,929,1515,1367,118,862,0,0,4,0,0,0,3,1.36463,0,2013,1369,32
1370,30,30,8,3513,9424,9439,4572,2734,779,1050,908,1085,470,6797,6648,34,0.23,1213,620,1729,2901,2449,1740,158,152,355,104,143,301,0,0,5,0,0,0,3,0.92946,0,3513,1370,15
1371,30,30,8,1929,5201,5208,2641,1519,410,368,508,755,298,550,501,45,0.19,484,292,1009,1661,1527,719,46,88,240,72,0,38,0,0,4,1392.42786,0,0,3,1.09926,0,1929,1371,7
1372,30,30,8,1591,5338,5357,2408,929,662,619,394,377,201,418,346,20,0.14,352,482,1309,1910,1097,559,15,25,274,32,0,6,0,0,4,0,0,0,3,1.19003,0,1591,1372,19
1373,30,30,8,2891,7084,7183,3323,688,2203,1461,866,484,80,499,297,196,0.23,3073,599,1079,2859,1193,1453,421,849,831,626,0,346,0,0,4,0,340.63086,0,3,1.41518,0,2891,1373,99
1374,30,30,8,2605,7078,7085,3448,1266,1339,1143,794,454,214,617,356,252,0.22,6509,484,1081,2571,1664,1285,1232,1394,1524,1651,57,651,0,0,4,0,0,0,3,1.55708,0,2605,1374,7
1375,30,30,8,2858,7420,7447,3637,2035,823,1063,725,698,372,843,625,204,0.26,1979,451,1263,2216,1846,1671,117,622,382,499,0,359,0,0,4,0,0,0,3,1.15414,0,2858,1375,27
1376,30,30,8,2174,7036,7295,3264,1536,638,918,592,438,226,541,380,133,0.14,2344,633,1550,2813,1527,772,332,446,873,255,30,408,0,0,4,0,0,0,3,1.33774,0,2174,1376,259
1377,30,30,8,2165,6088,6107,3010,1039,1126,819,708,453,185,403,338,55,0.15,1075,454,1173,2315,1478,687,210,183,301,211,25,145,0,0,4,0,0,0,3,1.28167,0,2165,1377,19
1378,30,30,8,2919,10208,10307,3888,1848,1071,1387,779,583,170,796,677,114,0.13,2090,1009,2412,3983,1829,1074,310,117,751,183,12,717,0,0,4,0,0,0,3,1.23459,0,2919,1378,99
1379,30,30,8,1555,6279,6420,2532,1075,480,571,494,408,82,305,289,16,0.13,275,641,1682,2311,1124,662,48,45,72,40,0,70,0,0,4,0,0,0,3,1.29756,0,1555,1379,141
1380,30,30,8,2291,8057,8096,3063,1819,472,760,660,587,284,3167,1457,820,0.12,6813,824,1671,3107,1779,715,1819,503,987,1419,124,1961,0,0,4,1303.97412,0,0,3,1.08691,0,2291,1380,39
1381,30,30,8,3712,11390,11630,4267,3137,575,1113,1331,927,341,7886,3123,539,0.18,4980,896,2206,4000,2918,1610,565,678,1070,1108,112,1447,0,0,4,120.36585,0,0,3,1.01033,0,3712,1381,240
1382,30,30,8,2448,6746,6768,3645,2216,232,605,582,877,384,6085,1638,86,0.24,1405,419,1322,1842,1859,1326,48,216,595,169,203,174,0,0,4,0,0,0,3,0.99981,0,2448,1382,22
1383,30,30,8,2286,5401,5493,3111,2141,145,774,450,571,491,10243,4882,197,0.23,1492,223,957,1365,2012,936,78,289,262,277,204,382,0,0,5,0,0,0,1,0.9286,0,2286,1383,92
1384,30,30,8,2677,6224,6224,3126,2011,666,1027,779,535,336,2712,1398,331,0.25,4642,247,1151,1556,2014,1256,892,633,1601,996,41,479,0,0,4,1225.55884,0,0,1,1.07448,0,2677,1384,0
1385,30,30,8,1735,4038,4044,2085,1400,335,674,358,381,322,2130,1406,83,0.27,613,203,744,885,1324,888,27,241,205,90,25,25,0,0,5,0,0,0,1,0.96172,0,1735,1385,6
1386,30,30,8,1636,3737,3754,1944,1326,310,600,399,362,275,2077,1297,209,0.3,2048,152,595,936,1114,957,223,181,1028,404,54,158,0,0,5,0,0,0,1,0.9986,0,1636,1386,17
1387,30,30,8,1793,4320,4332,2489,1669,124,545,410,407,431,11005,3917,96,0.22,830,179,752,1084,1646,671,74,144,92,277,89,154,0,0,5,0,0,0,1,0.92483,0,1793,1387,12
1388,30,30,8,1578,3699,3699,2130,1494,84,413,324,436,405,17124,4535,39,0.24,624,131,642,792,1503,631,24,143,198,105,108,46,0,0,5,0,0,0,1,0.91716,0,1578,1388,0
1389,31,31,8,1803,3777,3776,2287,1714,89,621,430,394,358,36280,5318,554,0.27,1385,119,539,850,1494,774,93,143,860,216,27,46,0,0,5,0,0,0,1,0.91858,0,1803,1389,-1
1390,31,31,8,1791,3443,3520,1970,1531,260,883,472,297,139,18508,2321,278,0.22,512,139,478,983,1349,571,24,44,162,111,145,26,0,0,5,0,0,0,1,0.92913,0,1791,1390,77
1391,31,31,8,1931,3851,3894,2171,1536,395,890,550,369,122,14817,1886,450,0.2,1065,170,582,1177,1399,566,214,108,466,157,58,62,0,0,5,0,0,0,1,0.94561,0,1931,1391,43
1392,31,31,8,1826,4166,4169,2341,1659,167,628,420,434,344,10141,3633,402,0.25,1045,161,641,1016,1571,780,108,121,143,54,447,172,0,0,5,0,0,0,1,0.92627,0,1826,1392,3
1393,31,31,8,1627,3644,3679,2049,1474,153,689,384,294,260,11501,1940,302,0.22,822,161,634,922,1381,581,60,124,266,141,64,167,0,0,5,1081.479,0,0,1,0.94133,0,1627,1393,35
1394,31,31,8,3066,10017,10065,3885,2853,213,638,917,946,565,7847,2797,826,0.14,1176,771,2380,3445,2465,1004,31,234,131,298,193,289,0,0,4,0,0,0,2,0.95905,0,3066,1394,48
1395,31,31,8,3174,8941,8963,4224,1939,1235,1267,731,730,446,1718,927,412,0.25,2890,690,1713,2590,2023,1947,607,440,642,665,10,526,0,0,4,0,0,0,3,1.10501,0,3174,1395,22
