INDEX,OPR_DT,OPR_HR,MWh
600,2016-03-26,2,2813.56931
601,2016-03-26,3,2752.60795
602,2016-03-26,4,2639.68631
603,2016-03-26,5,2460.8401
604,2016-03-26,6,2103.05413
605,2016-03-26,7,1692.65203
606,2016-03-26,8,1210.3454
607,2016-03-26,9,558.09494
608,2016-03-26,10,291.31911
609,2016-03-26,11,534.21178
610,2016-03-26,12,560.16758
611,2016-03-26,13,502.54599
612,2016-03-26,14,390.87963
613,2016-03-26,15,313.50488
614,2016-03-26,16,255.04692
615,2016-03-26,17,252.91918
616,2016-03-26,18,356.51786
617,2016-03-26,19,690.35736
618,2016-03-26,20,908.72786
619,2016-03-26,21,1189.72373
620,2016-03-26,22,1251.45815
621,2016-03-26,23,1152.39948
622,2016-03-26,24,1118.26469
623,2016-03-27,1,1361.1256
624,2016-03-27,2,1464.59033
625,2016-03-27,3,1329.76207
626,2016-03-27,4,1118.71278
627,2016-03-27,5,1059.32781
628,2016-03-27,6,1087.05956
629,2016-03-27,7,873.66439
630,2016-03-27,8,649.5127
631,2016-03-27,9,530.98676
632,2016-03-27,10,471.63984
633,2016-03-27,11,559.95763
634,2016-03-27,12,551.71688
635,2016-03-27,13,646.15152
636,2016-03-27,14,1047.21329
637,2016-03-27,15,1393.77745
638,2016-03-27,16,1579.3196
639,2016-03-27,17,1606.12377
640,2016-03-27,18,1667.44951
641,2016-03-27,19,1883.59609
642,2016-03-27,20,1903.17929
643,2016-03-27,21,2025.9849
644,2016-03-27,22,1913.41641
645,2016-03-27,23,1935.32917
646,2016-03-27,24,2178.49122
647,2016-03-28,1,2256.07879
648,2016-03-28,2,2407.53354
649,2016-03-28,3,2307.8021
650,2016-03-28,4,1933.3932
651,2016-03-28,5,1716.76842
652,2016-03-28,6,1878.33644
653,2016-03-28,7,1876.24477
654,2016-03-28,8,1726.19743
655,2016-03-28,9,1759.27674
656,2016-03-28,10,2005.88054
657,2016-03-28,11,1991.30305
658,2016-03-28,12,2112.78561
659,2016-03-28,13,2192.16363
660,2016-03-28,14,2172.48849
661,2016-03-28,15,2297.83484
662,2016-03-28,16,2348.68426
663,2016-03-28,17,2384.04092
664,2016-03-28,18,2324.11928
665,2016-03-28,19,1991.10775
666,2016-03-28,20,1451.78717
667,2016-03-28,21,1154.01344
668,2016-03-28,22,1006.02867
669,2016-03-28,23,1398.14696
670,2016-03-28,24,1919.16279
671,2016-03-29,1,2378.21585
672,2016-03-29,2,2382.56959
673,2016-03-29,3,2311.86857
674,2016-03-29,4,2006.34628
675,2016-03-29,5,1561.16821
676,2016-03-29,6,1300.13292
677,2016-03-29,7,1112.43728
678,2016-03-29,8,804.9384
679,2016-03-29,9,1154.44055
680,2016-03-29,10,1307.95553
681,2016-03-29,11,1304.18872
682,2016-03-29,12,1337.77187
683,2016-03-29,13,1262.41038
684,2016-03-29,14,1534.41151
685,2016-03-29,15,1627.34791
686,2016-03-29,16,1452.3521
687,2016-03-29,17,1470.68654
688,2016-03-29,18,1468.46043
689,2016-03-29,19,1589.50736
690,2016-03-29,20,1894.45678
691,2016-03-29,21,1920.77639
692,2016-03-29,22,1926.55129
693,2016-03-29,23,1851.83629
694,2016-03-29,24,2020.42413
695,2016-03-30,1,1875.37536
696,2016-03-30,2,1652.38033
697,2016-03-30,3,1474.13465
698,2016-03-30,4,1405.83163
699,2016-03-30,5,1428.76634
700,2016-03-30,6,1360.79317
701,2016-03-30,7,1307.49982
702,2016-03-30,8,1101.60239
703,2016-03-30,9,1063.48168
704,2016-03-30,10,1025.66808
705,2016-03-30,11,779.44416
706,2016-03-30,12,537.75854
707,2016-03-30,13,388.1153
708,2016-03-30,14,300.54472
709,2016-03-30,15,301.27365
710,2016-03-30,16,534.87121
711,2016-03-30,17,824.79457
712,2016-03-30,18,956.40236
713,2016-03-30,19,1146.06855
714,2016-03-30,20,1312.77317
715,2016-03-30,21,1408.58448
716,2016-03-30,22,1517.66211
717,2016-03-30,23,1529.35588
718,2016-03-30,24,1501.60806
719,2016-03-31,1,1502.83513
720,2016-03-31,2,1645.65167
721,2016-03-31,3,1960.42553
722,2016-03-31,4,2143.38558
723,2016-03-31,5,2218.06615
724,2016-03-31,6,2055.59292
725,2016-03-31,7,1640.29065
726,2016-03-31,8,1403.14229
727,2016-03-31,9,1318.56655
728,2016-03-31,10,979.20028
729,2016-03-31,11,731.78845
730,2016-03-31,12,526.75518
731,2016-03-31,13,538.79897
732,2016-03-31,14,819.20291
733,2016-03-31,15,1469.56334
734,2016-03-31,16,2215.83107
735,2016-03-31,17,2702.90187
736,2016-03-31,18,3133.94965
737,2016-03-31,19,3042.06597
738,2016-03-31,20,3174.27072
739,2016-03-31,21,3177.93493
740,2016-03-31,22,3282.15054
741,2016-03-31,23,3270.0108
742,2016-03-31,24,3300.34618
